sentence,hate,category
"স্যাড়ের পোস্টের কমেন্ট গুলা পড়তে আমি এখানে আসি , আর কিছুনা।",0,celebrity
আপনার কমেন্ট পড়ে বিবেকবোধ জাগ্রত করার উচিৎ ছিলো,0,celebrity
বড় যে হইসি এখন বুঝতে পারি।ব্যক্তি জাফর ইকবালকে সম্মান আর দিতে পারি না,0,celebrity
"পৃথিবীতে এক পরিবারে একাধিক সন্তান বুদ্ধি প্রতিবন্ধী হিসেবে জন্ম নেয়া নতুন কিছু নয়।  কিন্তু বিদেশে নামকরা বিশ্ববিদ্যালয়ে উচ্চতর ডিগ্রিধারী তিন তিন জন বুদ্ধি প্রতিবন্ধী সহোদর আমার ক্ষুদ্র জীবনে একটাই দেখলাম। সেটা আপনাদের পরিবার স্যার।  ""দেশ তোমাকে কি দিয়েছে না বলে তুমি দেশ কে কি দিয়েছ? "" এই প্রশ্নো যারা করেন তাদের বলবো  ""যে দেশে গুনীর কদর নেই সেই জ্ঞানীর জন্ম হয় না""   বলে একটা কথা আছে।  Muhammed Zafar Iqbal এর মত এখনো কিছু গুনী বুদ্ধিপ্রতিবন্ধী চাপাতির কোপ খাওয়ার জন্য বিদেশ এর অর্থ সম্মান আর উন্নত জীবন ছেড়ে বাংলাদেশে পড়ে আছেন।  স্যার আপনারা যে দেশের উন্নতির আশা নিয়ে পড়ে আছেন ইতিহাস ঘেঁটে দেখেন  এ দেশের মানুষ তাঁদের জাতীর জনকের বুকেই গুলি চালিয়েছিল।  সে জাতী আপনাদের ছাড় দিবে???  এরা সব অকৃতজ্ঞ।  সুস্থ হয়ে উঠুন।  এটাই একমাত্র কামনা।",0,celebrity
শুধু কমেন্ট Sanzid Saim,0,celebrity
কাহা মুক্তিযুদ্ধ নিয়ে ব্যবসা টা ভালই  চলছে,0,celebrity
"আপনার একজন প্রাক্তন ভক্ত হিসেবে কিছু বলতে চাই -   আপনি দয়া করে দেশ নিয়া লেখা বাদ দিয়া দিন। শেষ বয়সে এসে মানুষ আপনাকে ""আপনি"" থেকে ""তুমি"",  তুমি থেকে ""তুই"" পর্যন্ত এনে অকথ্য ভাষায় গালাগালি দিচ্ছে৷ এটা দেখে আমার কষ্ট লাগে। যত হোক, আপনাকে এককালে পছন্দ করতাম৷    আপনি একজন গ্রামের গুরুত্বহীন মহিলাকে নিয়া ভালো কিছু লিখতে বসেও যে, দলীয় পক্ষপাত থেকে নিজেকে মুক্ত রাখতে পারেন নাই। তা সত্যিই লজ্জাকর৷   আপনি এমনভাবে লিখলেন যেন, গণধর্ষণ হলো ধর্ষণ,  আর নরমাল ধর্ষণ কোন ধর্ষণই না। আপনার কথায় আপনি এ পর্যন্ত যত নারী ধর্ষিত হয়েছে তাদেরকেও অসম্মান করেছেন।  ভাবটা এমন নিলেন আর গণধর্ষণ শুধুমাত্র বিএনপি/জামাতের আমলেই হয়েছে। আর আওয়ামীলীগের আমলে সূবর্ণচরের ঘটনা ছাড়া আর কোন গণধর্ষণই ঘটেনি৷   এমনটা ভাবলে বলতে বাধ্য হচ্ছি, আপনি স্যার অন্ধ হয়ে গিয়েছেন। নয়তো পত্র-পত্রিকা পড়া বাদ দিয়ে দিয়েছেন কিংবা শুধুমাত্র বিটিভি দেখেন।   এইতো কিছুদিন আগেই - টাংগাইলের মধুপুরে রূপাকে বাসে গণধর্ষণ ও হত্যা করলো, মৌলভিবাজারে রাশেদাকে গণধর্ষণ ও হত্যা করলো, রাজবাড়িতে একই মাসের ব্যবধানে দুই নারীকে গণধর্ষণ ও হত্যা করা হয়েছে,  এর মধ্যে আবার একজন প্রতিবন্ধী ছিলো, বরগুনার পাথরঘাটায় এক তরুনীকে গণধর্ষণ ও হত্যার ঘটনায় ৭ ছাত্রলীগ জড়িত (বহিষ্কৃত),  নাটোরের বড়াইগ্রামে গৃহবধূকে গণধর্ষণ ও হত্যা, নরসিংদীতে গণধর্ষণের পর হত্যা (মৃত্যুদণ্ড), গার্মেন্টসকর্মী আসমাকে গণধর্ষণ --- ইত্যাদি গণধর্ষণ ঘটনার বেশিরভাগই শুধুমাত্র গত বছরের।   এবার আসি, আপনার ভাষায় নরমাল গণধর্ষণ!  ২০০৮ সাল থেকে ২০১৬ পর্যন্ত ধর্ষণের সংখ্যা ছিলো মোট - ৪৩০৪ টি! এর মধ্যে ধর্ষণের পর হত্যা হয়েছে ৭৪০ জন। আর এসব রেকর্ড পার করে দিয়েছে ২০১৭-১৮ সাল। এই সরকারের আমলে মোট ধর্ষণের সংখ্যা প্রায় ১০০০০+   এসব আমার কথা না। বিভিন্ন সময়ে টিভি ও নিউজপেপারে আসা সংবাদ!!!   দয়া করে আর দেশ নিয়ে লেইখেন না৷ কষ্ট লাগে৷ একসময়ের সুপারহিরোকে সুপারভিলেনে পরিনত হতে দেখে।  গ্লানি মুক্ত হওয়া এত সহজ নয়৷ গ্লানির বোঝা পাহাড় সমান হয়ে গিয়েছে।",0,celebrity
"স্যার তথ্য এরিয়ে জান কেন??? আমি আপনার লেখাটাকে আর একটু পরিষ্কার করে দিচ্ছি সেইটা হচ্ছে জামায়াত ইসলাম ৯৬ সালে আওয়ামী লীগের সাথে জোট ছিলো সেইটা তোহ একবার বললেন নাহ,আর জামায়াত ইসলামী এর বর্তমান নেতারা কেউ ই তখন রাজাকারের দায়ে জেলে ছিলো নাহ তাদের বিরুদ্ধে তখনকার সময় এর একটা মামলা ও নাই,আর গর্তে কে ছিলো সেইটা আরেকটু মনে করিয়ে দেই যুদ্ধের সময় একজন ২০ বছরের টগবগে যুবক যুদ্ধ না করে কোন গর্তে লুকিয়ে ছিল তা আপনার ভাই হুমায়ূন আহমেদ তার বইতে লেখছেন  আর কারা নির্বাচনে থাকবে না থাকবে এইটা ঠিক করবে জনগণ,আপনি নাহ জনগণ যদি জামায়াত ইসলাম কে না চায় তাহলে ভোট দিবে নাহ আর চাইলে ভোট দিবে আপনার এতো জনপ্রিয়তা নির্বাচন করে জয়ী হয়ে দেখান তোহ দেখি পারেন নাকি?? নিজের জনপ্রিয়তায় তোহ ইউনিয়ন পরিষদের চেয়ারম্যান ও হইতে পারবেন নাহ",0,celebrity
আওয়ামী চামচামি করলে সরকারি চাকরির গুরুত্ব বুঝবেন কি করে?😃,0,celebrity
আপনারে স্যার বলে কোন হা.......ই আপনি আমার চ্যটের বাল😃😃,0,celebrity
"লাইসেন্স বিহীন সরকার, লাইসেন্স বিহীন পুলিশ-বিজিবি। জানতাম তবে দেখাতে পারতাম না। ছাত্ররা দেখিয়ে দিল।  স্যালুট তাদের।",0,celebrity
ভুতের বাচ্চা :-D :-D,0,celebrity
You didn't mention anything about crossfire or similar to those??? You don't have any feelings about those!!!!!!!,0,celebrity
আরে 😱 স্যার আইন্নে না মরি গেসিলেন। আইন্নে মরুইন ন  আইন্না দি জিন্দা। ওমা বেডা এগ্গুন দি ওলৌকিক ভাবি বাচি উডি স্ট্যাটাস ও মারে । কি আইষচোয্য ক্ষেমতা হেতি রোবট ম্যান  হই গেস😱😱😱😱  আই উদ্দাই আর আই ফি (Rip) লেখি লেখি কইতো কইতো  আর ওয়াল ভরি পেলচি😐😤😭,0,celebrity
সুবিধাবাদির মায়রে বাপ 😡,0,celebrity
রিয়েল দে,0,celebrity
"যখন ওই ছেলেগুলোর একটু পাশে দাঁড়ানোর দরকার ছিল তখন হারিকেন দিয়েও খুঁজে পাওয়া গেল না!এখন অনেক দেরি হয় গেছে স্যার!লাখ লাখ জলন্ত আগ্নেয়গিরি,জাতির ভবিষ্যতদের কাছে আপনি আজ নিতান্তই মৃত!!আর আপনার পোস্টটি নিছকই মৃতের প্রলাপ!!!",0,celebrity
"এর উত্তর সহজ, মুতিয়া চৌধুরী কোটা আন্দোলন কারী ছাত্রদের ""রাজাকারের বাচ্চা"" বলে গালি দিছিল, মুক্তিযুদ্ধ নিয়ে যারা ব্যবসা করে তাদের বিষয়ে সচেতন থাকুন।",0,celebrity
"ভাই আমার, পড়ালেখার চাপ থেকে মুক্তির জন্য তোর একটু বিনোদন দরকার। এখানের কমেন্ট সেকশনে ফ্রিতে বিনোদন বন্টন চলছে। ভাবলাম তোর উপকারে আসবে 😌  Abidur Rahman",0,celebrity
আমি মাদারচোদ দেখিনি  তবে জাফর ইকবাল কে দেখেছি।।,0,celebrity
"আপনি ঠিকে বলেছেন,৭১ জারা আমাদের ওপর নিরম্ম হত্ত্যা চালিয়ে ছিল আমরা তাদের পরাজিত করেছিলাম ঠিক কিন্তু ৭৫ এর পর তাদের আবার এদেশে এনে পূণবাসিত করে আমদের সাধিনতার ইতিহাস মুক্তিযুদ্ধ ইত্যাদি ধরর্ম এর মুখো মুখি দার করিয়েছে আর তাদের মত করে একটা প্রজন্ম প্রতিষ্ঠা করে মাদের বিরুদ্ধে দার করিয়েছে আর এরাই এখন মুক্তিযুদ্ধের আপনার আমার সমালাচনা করছে",0,celebrity
"সার, আমার না আপনার পোষ্ট পড়ে বমি বমি লাগছে। উফ কেন পড়লাম? ভাইরা আমাকে একটা আন্টিঃ বিটিক দেন তো যাতে ১০ মিনিট আগের স্মৃতি সব ভুলে যাই।",0,celebrity
"স্যার, আপনি দ্রুত সুস্থ হয়ে উঠুন! দোয়া করি আল্লাহপাক আপনাকে  আরো দীর্ঘ দিন বাঁচিয়ে রাখুন, আমিন!!",0,celebrity
"মুক্তিযুদ্ধের পক্ষের একজন মানুষও কি নাই, যে এই পোষ্টে একটা ভালো কমেন্ট করবে..???  পৃথিবী এত নিষ্ঠুর কেনো....???",0,celebrity
"স্যার আপনি আমার এবং আশা করি এখানের অনেকেরই প্রিয় লেখক। আজ এত শিক্ষার্থীদের ওপর অত্যাচার হচ্ছে,  আপনি কি কিছুই বলবেন না? তাহলে কি ভেবে নেব আপনি আর আমাদের পাশে নেই? আমার প্রিয় লেখক কি এভাবেই মুখ ফিরিয়ে নেবে?",0,celebrity
"আপনি তো দোয়া করছেন তার বাঁচার জন্য। কিন্তু কার কাছে দোয়া করলেন। ওর তো কোন প্রভু নেই। যত্তসব!!!!    আসলে নাস্তিক-ফাস্তিক, ব্লগার বইলা কোন কথা নাই। পরোক্ষভাবে ইসলামের ওপর আঘাত করব এইটাই হইল মূল কথা। আপনিও কিন্তুও এই দলের বাইরে নন।           এখন খুব তো কলম চালাইতেছেন। যখন লতিফ সিদ্দিকি নবিজিকে কটূক্তি করছিল তখন কোথায় ছিলেন?      আর আপনি কিভাবে সিউর হলেন যে ধরমান্ধরাই মারছে। এটা যে আপনাদের কারসাজি কি না, তা কি করে বুঝব!!!!! যুগের সেরা বুদ্ধিজীবী বইলা কথা।",0,celebrity
"আপনি কোন টেনশন নিয়েন না স্যার, আপনার মতো পল্টিবাজদের শহিদুল আলমের মতো টেনেহিঁচড়ে নেওয়ার কোন প্রশ্নই উঠে না। আপনি সহজ-সরল একজন পল্টিবাজ মানুষ। ফেসবুকে আসেন না, ইন্টারনেট ইউজ করেন না, টিভি দেখেন না। তাই বলে কি আপনি উনার মতো এতোটাই বোকা যে, সরকারের সমালোচনা করে কোন ইন্টারভিউ দিবেন! আপনার মতো মহান পল্টিবাজ কি আর একটাও খুজে পাওয়া যাবে এদেশে! অবশ্যই না। কস্মিনকালেও না!",0,celebrity
যাক আজ মুক্তিযুদ্ধের চেতনা নিয়ে কিছু লিখেন নাই 😆,0,celebrity
আসাধারন লিখেছেন sir.,0,celebrity
সেই গাল,0,"Meme, TikTok and others"
আমি এই ছেলের ফাঁসি চাই,0,"Meme, TikTok and others"
মসজিদ চাই চাই চাই চাই,0,"Meme, TikTok and others"
শাকিব খান কিংখান,0,"Meme, TikTok and others"
জেম নেরোম কি কারণে আমাকে পাগল বলছেন আমি তো আপনাকে অসম্মান করিনি তাহলে আমাকে অসম্মান করলেন কেন,0,"Meme, TikTok and others"
সাকিব ভাইয়ে সাথে আমি এক মত,0,"Meme, TikTok and others"
কাশ্মীরে মাবোনদের বেইজ্জতি করলো সেনারা,0,"Meme, TikTok and others"
নাই,0,"Meme, TikTok and others"
ইয়া আল্লাহ কোলকাতায় এসব কি হয় ছিঃ ছিঃ ছিঃএমন ছেলেকে ফাসি দেওয়া উচিত,0,"Meme, TikTok and others"
সোহেল চোধুরী খুন হয়েছেন অনেক আগেই মৃত মানুষকে নিয়ে মিথ্যা খবর ছড়ানো অফ করুন,0,"Meme, TikTok and others"
আছাউদিকেছালামওকেকথা,0,"Meme, TikTok and others"
এ দেশে বিচারের আশা করিনাকার দোষ কি দোষ জাইনা কোনো লাভ নাইদিন পর এই মামলার কোনো খবরই থাকবেনা,0,"Meme, TikTok and others"
সুলতানা বিবিয়ানা এপার ওপারদারূন মুভী বস্,0,"Meme, TikTok and others"
খুব সুনদর,0,"Meme, TikTok and others"
সর্বোচ্চ শাস্তি দেওয়া দরকার,0,"Meme, TikTok and others"
মৌসুমি আপু ঠিক বলছে,0,"Meme, TikTok and others"
ইনি কি বাংলাদেশের রাষ্ট্রপতি,0,"Meme, TikTok and others"
তাহসান ভাই একজন ভালো মানুষ তাকে আমি সম্মান করি আর মিথিলার জিবনে কস্ট আছে,0,"Meme, TikTok and others"
শালিন আর অশালিন বলে দুটো কথা আছে আমি জানতে চাই তোমার পোশাক টা কি শালিন না অশালীন,0,"Meme, TikTok and others"
ওকে পাসি চাই,0,"Meme, TikTok and others"
কুকুর বাচ্চা,0,"Meme, TikTok and others"
আল্লাহর ভয় নেই হায়রে সভ্যতা,0,"Meme, TikTok and others"
একে এমন সাস্তি দেওয়া হোক পরে যেনো আর কাউকে না করতে পারে,0,"Meme, TikTok and others"
সাকিব অপুকে ভাললাগছআমরা ওদের ভিডিও চাইসাকিব অপুর মুবি চাই ওদের খুব ভাল লাগে,0,"Meme, TikTok and others"
করতে চাই কোথায় আসতে হবে বল,0,"Meme, TikTok and others"
হিন্দুস্তান বাংলাদেশের অতীতেও শত্রু ছিল এখনও শত্রু আছে এবং ভবিষ্যতেও বালিশের শত্রুই থাকবে কারণ হিন্দুস্থান কখনো বাংলাদেশের ভালো চাইনি কিন্তু দুঃখজনক হলেও এটা সত্য যে বাংলাদেশের মধ্যে কিছু কুলাঙ্গার আছে এক নাম্বার কুলাঙ্গার দল হচ্ছে আওয়ামী লীগ এবং দ্বিতীয় কুলাঙ্গার হচ্ছে আওয়ামী লীগের সহযোগী সংগঠন আওয়ামী লীগের সাথে যেসব জোটবদ্ধ হয়ে আছে সেসব কুলাঙ্গারদের জন্য আজ বাংলাদেশ বিপর্যস্থ,0,"Meme, TikTok and others"
অপকে মেনে না নিলে সাকিবের কোনো ছবি দেখবোনা,0,"Meme, TikTok and others"
বাঙলা দেশে ম্যাঁয়া কমে গেলো নাকি মিয়া সাহেব নিজের মায়া টারে বিয়া কৈরা নিলেই তো পারেন ওটা তো ইছলামে জায়েজ আছে,0,"Meme, TikTok and others"
শাকিবের কথা শুনলেমন চায় আগে জুতা খুলি,0,"Meme, TikTok and others"
ছাগল,0,"Meme, TikTok and others"
আরে শাকিব তুই কতটা বিবেকহীন হলে বলতে পারিস অপু সিনেমা ছেড়ে দিতে তুই কি ভেবেছিস কোনো সাধারন মেয়ে তোর সংসার করবে তুই থাকবি সিনেমা জগতে নাচবি গাইবি শুইবি বসবি জরিয়ে ধরবি বিভিন্ন নায়িকাদের আর ঐ সাধারন মেয়ে সেগুলো মেনে নিবেঅপু মিডিয়া জগতের বলেই তুর এত অত্যাচার লুচ্চামি সব মথা পেতে নিয়েছে,0,"Meme, TikTok and others"
আপডেট পেতে চ্যানেল সাবস্ক্রাইব করবেন,0,"Meme, TikTok and others"
ভাইয়ারা ওকে পিটাদেন,0,"Meme, TikTok and others"
মুসলিম ছাড়া সমস্ত ধরমের লোক জাহান্নামে নিখ্যেব করবেলাল টিপ দিয়ে খ্যরের ভুতির পুজা করে লাভ নাই মসজিদে নামাজ পড় জান্নাত নিশ্চৎ,0,"Meme, TikTok and others"
ভাই তোমরা শুধু ছবি দেখে ভিডিও বানানো বন্ধ করো ভিডিও যদি থাকে সেটা দেখাও,0,"Meme, TikTok and others"
আমার বাড়ি বগুড়া তোমাকে ভাল লাগে তোমার ইমু নামবার দিবা আমার নামবার সাবাই লেখতে পারে কিন্তু তুমি আমাকে মিস কর#,0,"Meme, TikTok and others"
রবীন্দ্রনাথের একটা কথা আছে,0,"Meme, TikTok and others"
এটা সবার ই জানা,0,"Meme, TikTok and others"
জাকির নায়েক মালয়েশিয়ার জন্য মোটেও হুম কিনা বরং কাফেরেরা ইসলামের হুম কি,0,"Meme, TikTok and others"
পার্সওয়াডের বাজেট বেশী হলেও শাহেন শাহ সাথে যাইতে পারবে না,0,"Meme, TikTok and others"
অপু কে মেনে নাও,0,"Meme, TikTok and others"
ফাসি চাই এরকম ছেলের জন্য সমাজের ছেলেরা খারাপ হয়ে যাবে,0,"Meme, TikTok and others"
আর না এখন হর হর মোদি,0,"Meme, TikTok and others"
সে তো একজন নিরিহ বাবা মিডিয়া প্রশাসন যা করল তা আপেক্ষিক দৃষ্টিতে ভালো কিন্তু ঐ বাবার জন্য কি এটা স্থায়ী সমাধান সমস্যা কি অগের থেকে বাড়বে না কমবে ঐ ছেলে ছাড়া পেলে তার বাবার সাথে সদয় হবে না হয়তো আরো বিরূপ আচরনই করবে কোনো স্থায়ী সমাধান করলে ভালো হত,0,"Meme, TikTok and others"
এই ছেলেকে পুলিশ এর হাত এ দেওয়া উঠিত আমার সাথে কে কে একমত,0,"Meme, TikTok and others"
অপু কে আমার বালো লাগে অপুর সব বালো লাগে তার দুধ গুলা বেশি বালো লাগে,0,"Meme, TikTok and others"
মুসলমানদের সাথে আছি,0,"Meme, TikTok and others"
তুমি নারী জাতির কলংক,0,"Meme, TikTok and others"
কশ্মীর,0,"Meme, TikTok and others"
এই বালকের বাবা মা ভারতের স্পাই কিনা দেখা উচিত,0,"Meme, TikTok and others"
শাকিব খান অপু বিশ্বাস শাকিব খান সব ভেদাভেদ ভুলে অপু বিশ্বাস ছবি করুক সেট করব দর্শকরা,0,"Meme, TikTok and others"
হাত কেটে দেওয়া উচিত,0,"Meme, TikTok and others"
চোখে পানি চলে আসল,0,"Meme, TikTok and others"
তুই একটা টা বাংলাদেশী এই ভাবে মানুষকে কি দরকার তুই তাল খাওয়া বাংলাদেশী,0,"Meme, TikTok and others"
আজ বিল নিয়ে পৃথিবীর বিভিন্ন রাষ্ট্র মুসলিম দের পক্ষে সরব হয়েছে এমন কি পাশের রাষ্ট্র বাংলাদেশ ও ম্যাডাম হাসিনা ও ভারতের বিপক্ষে নানা বিরূপ মন্তব্য করেছেন করছেন কিন্তু সবার কাছে একটি প্রশ্ন যখন পূর্ব পাকিস্তান বা বর্তমান বাংলাদেশ ও পশ্চিম পাকিস্তানআফগানিস্তান থেকে অ মুসলিম বিশেষ করে হিন্দুদের অত্যাচার করে খুন করে তাদের বাড়ীর মহিলাদের ধর্ষণ করে খুন করে হিন্দুদের ঘর বাড়ী জমি জায়গা দখল করে নিয়ে তাদের জন্ম ভিটে থেকে উচ্ছেদ করে সর্বস্ব কেড়ে নিয়ে তাদের কে নিঃস্ব করে পালিয়ে যেতে বাধ্য করেছিল মুসলিম রা তখন এই মুসলিম ভক্ত রা বা এই রাষ্ট্ প্রধানরা ও ম্যাডাম হাসিনা কোথায় ছিলেনএমন কি আজ উনি যে রাষ্ট্রের প্রধানমন্ত্রী হয়ে খেয়ে পড়ে বেঁচে আছেন সেটাও তো এই ভারতের দান যা পাকিস্তানের কাছ থেকে কেড়ে ওদের গিফট করে তানাহলে আজও ওনাকে এবং ওনার পরিবারের সদস্যদের এত লাক্সারি বিদেশে বসবাস ধন সম্পত্তি কোথায় পেতেনএখনো ওনাকে ও ওনার দেশের মানুষদের ওই পাকিস্তানের গোলামী করতে হতো এবং হীনও মার্সিডিজ বিভিন্ন গাড়ী চাপা বেরিয়ে যেতো সব পাকিস্তানে চলে যেতঅবশ্য এরা বেশির ভাগই বেইমান এদের যে বা যারা ভালো বেসে পাশে বসায় তাকে বা তাদের ওরা গলা কেটে তার প্রতিদান দেয় এটাই ওদের বেশির ভাগ মানুষের চরিত্রে আছে এই বেইমানি র ফলে আজ গোটা বিশ্ব ভুগছে কবেজে এদের শুভ বুদ্ধি হবে তা ঈশ্বর জানেন,0,"Meme, TikTok and others"
আপনারা যদি মানুষ হন তাহলে এই মহিলাকে আর নিবেন কোন গানের মঞ্চে কোন জায়গায় প্রোগ্রাম এ নিবেন না,0,"Meme, TikTok and others"
বাংলার বীর,0,"Meme, TikTok and others"
এই রায়ের মাধ্যমে ভারতের হিন্দুত্ববাদের একক প্রকাশ পেয়েছে আল্লাহর পাকের ঘর আল্লাহ পাক রক্ষা করবেন ইনশাআল্লাহ,0,"Meme, TikTok and others"
আমার স্তন্ অনেক টাই বড় আছে আর কি বড় করব,0,"Meme, TikTok and others"
দেখি,0,"Meme, TikTok and others"
মানুষ জে জাতেরেই হোক মা বাবাতো মা বাবাই তাদের তুলোনা কারো সাথে হয়না ওতো একটা জানোয়ার,0,"Meme, TikTok and others"
ইন্ডিয়ার ধোন চুষবি,0,"Meme, TikTok and others"
আর বেশি দেরি নয় মোদি ফেরাউন মতো বিচার হবে আল্লাহর দুনিয়া কোন নরপশু ক্ষমতার বড়াই করে আল্লাহর গজব থেকে রেহাই পায়নি,0,"Meme, TikTok and others"
বিষয়টা অনেক দুঃখ জনক তাও বলি যে ব্যক্তি এই ভিডিওটা করছো #,0,"Meme, TikTok and others"
হিন্দুদের কাছে এরচেয়ে বেবি আর কি আশা করা জায়,0,"Meme, TikTok and others"
মুদির বাপের দেশ নয়,0,"Meme, TikTok and others"
ভারোত পাকিস্তান বুজিনা কাসমির সাধিন চাই,0,"Meme, TikTok and others"
বাবরি মসজিদের জন্য আপনারা সবাই এক হয়ে আন্দুল করুমআমি দেখেচি বর্তমানে সনাতন ধর্মের কিচু মানুষও এই মসজিদ না ভাঙ্গার জন্য প্রতিক্রিয়া জানিয়েছেন আদালত পক্ষ পাতিত্ব রায় দিয়েছে এই রায় কেউ মানবে না বাংলাদেশ থেকে,0,"Meme, TikTok and others"
এই নাম্বারে যোগা যোগ করেন,0,"Meme, TikTok and others"
ছেলের পাকা বাড়ি আর মায়ের জায়গা ওই ঝুপড়ি সদ্যোজাত অবস্থায় ওই ছেলের মুখে বিষ গুলে খাইয়ে দেওয়া উচিত,0,"Meme, TikTok and others"
ছেলে ও ছেলের বউ টা কে সাস্তি দিতে হবে,0,"Meme, TikTok and others"
গুজঁনক্ল,0,"Meme, TikTok and others"
সারা রাত কত,0,"Meme, TikTok and others"
ডাং জাকির নায়েকে কোনো দোষ নেই,0,"Meme, TikTok and others"
মন টা খারাপ হইয়া গেল,0,"Meme, TikTok and others"
আর বাংলাদেশের ফিগার কেমন,0,"Meme, TikTok and others"
রানুদির,0,"Meme, TikTok and others"
আমি এটা বিশ্বাস করিনা যে রাম মন্দির ভেঙে বাবরী মসজিদ নির্মাণ করা হয়েছে কারণ আমাদের ধর্মীয় গ্রন্থে আছে যে কোনো মন্দির ভেঙে মসজিদ তৈরি করলে সেই মসজিদে নামাজ হবে না,0,"Meme, TikTok and others"
সাকিব এর সাথে একমত সানাই মেয়ে হবার যোগ্য নয়,0,"Meme, TikTok and others"
অপু ভালো এ কথা বলে ছোট করবেনা,0,"Meme, TikTok and others"
মালএসিয়া,0,"Meme, TikTok and others"
সব ভুল খবর,0,"Meme, TikTok and others"
তুই মরে যা,0,"Meme, TikTok and others"
শাকিব অপু মিল হলে খুশি হবো,0,"Meme, TikTok and others"
কমেন্ট দেখলে মাথা নষ্ট হয়ে যাই,0,"Meme, TikTok and others"
তোমাকে আমরা অনেক পছন্দ করি প্লিজ তুমি অপু আপুকে মেনে নাও শুধু তোমার আব্রাহামের জন্য আর ক্ষমাশীল কে তো আল্লাহ ও পছন্দ করে,0,"Meme, TikTok and others"
বউ কি এভাবে মারতে পারে,0,"Meme, TikTok and others"
যে ধমা্বলম্ভি রা একটি শৈচাগরকে পুজা করে তারাত ইংরাজ দেরইন্দন গ্রহন করবেইত অন্য দিকে গাজওয়া তুলহিন্দের সময় অতি নিকট তাইত ভারতীয় শয়তানরা জালিমি আরম্ভ করছে,0,"Meme, TikTok and others"
সাকিব খানের সাথে আমি ও একমত,0,"Meme, TikTok and others"
নবভিজ্ঞজি,0,"Meme, TikTok and others"
কুওা বাচ্চা,0,"Meme, TikTok and others"
সব মিথ্যা খবর ইংরাজিতে মালেয়েশিয়াতে যে খবর ছাপানো হয়েছে সেখানে জাকির নায়েক কে না রখার ব্যাপারে কিছুই লেখা হয়নি এই মিথ্যা খবরটা বলার জন্যা চেলেনলটা সাস্ক্রাইব করতে পারলাম না,0,"Meme, TikTok and others"
কিভাবে কতা বলব,0,"Meme, TikTok and others"
সময় টিভির কাছে অনুরোধ রইলো এই পশু টাকে পুলিশের কাছে ধরিয়ে দিন এবং ওই অমানুষের সবোর্চ্চ শাস্তি নিশ্চিত করুনযাতে করে ভবিষ্যতে কেও এই রকম করার আগে অন্ততপক্ষে বার ভাবে,0,"Meme, TikTok and others"
রানুর মেয়ে একটা লুভি,0,"Meme, TikTok and others"
সাকিব অপু চাই,0,"Meme, TikTok and others"
তার না হয় মাথর ঠিক নেই উল্টা পাল্টা বলছে আমাদের তো মাথা ঠিক আছে আমরা কেন উল্টা পাল্টা বলবো যদের খারাপ কথা বলেছে তাঁরা বুঝতে পেরেছে তিনি কি বলতে চেয়েছিল ভুলে কি বলেছেতাই তো আরো সুযোগ দিয়েছে ‌ ইনকাম করতে ভিডিও বানিয়ে এরা কখনো বলে এ ভালো আবার বলে খারাপ আমার তালে তাল মেলাই,0,"Meme, TikTok and others"
মদির বিপক্ষে,0,"Meme, TikTok and others"
জাকির নায়েক আলার এক নিয়া মত,0,"Meme, TikTok and others"
খবর পাঠিকা চৈতালি আপনি সাফিয়ার মতো রোবট মনে হয় কারন আপনার এক পোশাকে ও এক ভঙ্গিতে সব খবর পরেন এটাই প্রমান করে ভরতিয় রোবট বেকার মানুষ আছে খবর পড়ার জন্যপ্রয়জনে বিজ্ঞাপন দিন,0,"Meme, TikTok and others"
অতিদো দাদা আপনে অনেক ভালো কাজ করেছ ছেনরানুদিকে খমা করে দিন আমি এক মুসলীম বোন আমার বাড়ি বাংলাদেশে,0,"Meme, TikTok and others"
আল্লাহ এই বেয়াদব সন্তানকে তুমি গজব দিয়ে ধংস করে দাও,0,"Meme, TikTok and others"
তুমি মুসলিমদের কলঙ্ক খবর পরার সময় জাকেটের চেন খোলা কেন যদি দেখানো উদেশ হয তাহলে পুরোটাই খুলে দিতে হয,0,"Meme, TikTok and others"
তোর গাল এতো খারাপ তুই মুহাম্মদ কে নিয়ে বাজে কথা কস কিল্লাই,0,"Meme, TikTok and others"
মাদারী,0,"Meme, TikTok and others"
একস,0,"Meme, TikTok and others"
যারা তাহসানকে ভালো বাসেন তারা লাইক দিবে,0,"Meme, TikTok and others"
মজ্জীদ আল্লাহ গর আল্লাহ গর হরাবার ক্ষমতা কারো নাই,0,"Meme, TikTok and others"
ভারতকে শায়েস্তা করার জন্য পাকিস্তানের পক্ষে,0,"Meme, TikTok and others"
অতীন্দ্র দা খুব ভালো মানুষ,0,"Meme, TikTok and others"
আপনি রাষ্ট্রপতি কম কমেডিয়ান বেশি মনে হচ্ছে একজন সুপ্রতিষ্ঠিত নারী কি করবে সেটা তার ব্যাক্তিগত বিষয় সেই নারী এতটাই ভদ্র যে সে আপনার বিপক্ষে কেস করেনি আন্তর্জাতিক মহলে,0,"Meme, TikTok and others"
অবস তাদেখে,0,"Meme, TikTok and others"
